customer_id_mskd,jurisdiction_code,client_type_aml,industry_code_aml,occupation_code_aml,country_of_domicile_aml,occupation_status_code_aml,customer_status_aml,export_ts,primary_ownership_flag,relationship_type,PCD_CDA,PCD_CMS,PCD_CRC,PCD_LLC,PCD_MOR,PCD_MUF,PCD_SAV,PCD_SDB,PCD_TED,SRV_FLG,SRV_FSL,SRV_ILC,SRV_LOC,SRV_NLG,SRV_NSL,SRV_TRF,PRD_INFO_AVAIL,rating
62d0922c168e6f2553b4cb856c976ce8de60615818e1da54530161b6e761cf7f,ca03,individual,none,e904,ca,e904,not a customer,2020-05-13,n,power of attorney,,,,,,,1.0,,,,,,,,,,False,3.0
6309133a10da2d99af0921919be4526037ede3af89e94be9e8f3bb9a5a504e82,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,co-borrower,,,1.0,,,,,,,,,,,,,,False,3.0
d19f3748d90cedb3a0e7329435a6c47c7162730692c4736592fe84bec8bb55d6,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,owner,,,,,,,1.0,,,,,,,,,,False,3.0
b4482836014fe397b5bffddf8e09d2cf9a743796c22b6125bfa672b28cafea31,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,1.0,,2.0,2.0,,,,,,,,,,,,,False,3.0
5e1a1ddb8c7a9e1a76fb04b7aed86752ada7a0efd54cf9bc366233bdd8743d89,ca03,individual,none,389,ca,none,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,3.0
3f2a8dc17fead72054423cf8574e1c54e7d21da326548cda284f64ffb7f39f82,ca03,individual,none,e904,ca,e904,active,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
37d09bdac7287c72a93297a05aea333156a76752a72b8e53f448729e3dc552d6,ca03,individual,none,148,ca,none,active,2020-05-13,n,co-borrower,,,3.0,,,,,,,,,,,,,,False,3.0
8fab5d03303d1b6f6084aa362af3b949a52aafa3a42b75472816ab9f8e4d04ce,ca03,individual,none,e904,ca,e904,not a customer,2020-05-13,n,joint,2.0,,,,,,,,,,,,,,,,False,3.0
9b7bc17b78bc7daec753230da9781d79d2dbc76d61eca9f5b74e9b24dec9b7c3,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
893a8e4e5b9597f3b8aa00ac1803e01c7fd69ad26f31d6b005da69b4c43599d1,ca03,individual,none,256,ca,none,active,2020-05-13,n,power of attorney,,,,,,,1.0,,,,,,,,,,False,3.0
9725c2deb4e1d6fb7ec3a753ec052f836b60faa0187041dd3712f7f8f0e941b0,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,2.0,,3.0,2.0,,,1.0,,,,,,,,,,False,3.0
3f197919a30a53b5bed3445af66e4141fdf9741b2e937b3e4aaaef5508371185,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,3.0
70d3c362a2129bef94246a01a725d442e51f5f8e03a1954f1293f9108777ace7,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,primary joint,1.0,,,,,,1.0,,,,,,,,,,False,3.0
20b700b0a330671378b20fc6268d539dfc11ff527568d199d7b82b1d0ce6824e,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,owner,,,,,,,1.0,,,,,,,,,,False,3.0
96d738be051d83a83f2f08ceeb3b78fd9d587ad71c2b93d3a5c458a41ce1988a,ca03,individual,none,e901,us,e901,active,2020-05-13,n,co-borrower,,,1.0,,,,,,,,,,,,,,False,3.0
1b9eb743a722c0456d1f9a0481574abd5add13d62c4d523355b2ca41e90da2ec,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,1.0,,1.0,,,,,,,,,,,,,,False,3.0
c757c474b8304eaee9e37173ceb88d4c40803769a7556fb5228226169c96a1cb,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,joint,1.0,,,,,,1.0,1.0,,,,,,,,,False,3.0
589985bd9bd1f11c403d8e34b54b0bfa5f6bd46373543385631f16ad08d1cfb4,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,1.0,,2.0,,,,1.0,,,,,,,,,,False,3.0
cad8d77532a6ef2e88fe6f979c7a4b002848b9dc8d4b5a7276a9ae036751e8d6,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
5d573e6724f398f52e76909bbf427185a188b1f9bc17d43052d5474c0a8c334d,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,3.0
63893660c5018ec8cce73497b3f9eda12fe78cb67e9aec5884225209666e77e4,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,2.0,,3.0,,,,,,,,,,,,,,False,3.0
5b1a43e3319eae6bd7286e9c9ea728a5ee9919e6a24bb8e3e1b82e4fc2067eda,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-signor,,,,1.0,,,,,,,,,,,,,False,3.0
3fba9cf4188bc267358eff167cdbcc5a836ad5a32e3fb70314c0bac9a8e7deec,ca03,individual,none,e904,ca,e904,active,2020-05-13,n,joint,1.0,,,,,,2.0,,,,,,,,,,False,3.0
bd2afd3148a119199fa1362e19ed9580a35ac1cedd4e5dc46a3ca806ef0c62c0,ca03,individual,none,e904,ca,e904,active,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
08629ee8e8e03ccc854b1b07ffd2d001953bf6a11c77e9b1761c1b6570c7ac60,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,,,,,,,1.0,,,,,,,,,,False,3.0
fb4b9a6f4e57b054ad6db0742e79ca8b435d2403c206700ff0d396e3bc182542,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,3.0
4d915bc0f428d8026a45aa8d6680a0a6dcc16810c2aab0533d585500b4c966a5,ca03,individual,none,339,ca,none,not a customer,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
bb9a251c68d862f99817322b1f7244b96fb21252d7b6745dc6732a228d589100,ca03,individual,none,342,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
9ce6285a00d2357b56e0856f409156355900149c44ddc399fca4c27bedbe4d98,ca03,individual,none,e904,ca,e904,active,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
fa97bd22306e16dc79541cb3cbf8693c02d3257b8979f2fd967c2841ec6fdb17,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
261b0b33c95b3e73bd241741de2a2692073c751a9645e0ce3af2539890ff3735,ca03,individual,none,80,ca,none,active,2020-05-13,y,sole,,,2.0,,,,,,,,,,,,,,False,3.0
eaa3b2e304877b2e08243ca2292c8ae518fae38f28fe08947df84260b9a14581,ca03,individual,none,399,ca,none,active,2020-05-13,y,borrower,,,2.0,2.0,,,,,,,,,,,,,False,3.0
78003404210d8085bbfe8775f2a9faddb3dfe2ab7d1c6dba40a278b361f24eaa,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-signor,,,,1.0,,,,,,,,,,,,,False,3.0
4309245a591852177411f1ef15f7a63c4b77f60fe2b49d1eb37e6b80478b5c3f,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
b6a2077bf2a18b896dfd5c11e4f5777eb2e2b8fbc8eaedb5ba5556d4a6bd1cf5,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
b8f86bd27de2cfb5f4c6d84f18fa5859eef3a8cb3c01fa39e4e91ca8f2814fc3,ca03,individual,none,80,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
80c3e157b3be6630e9b2f77a3c1ddbd5b85faab4e0bb7911bfeb6568fd52a1aa,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,3.0
5a8d8f00aa5f0d36588fcf15c42b626d506f758448ca9a83baff99930cceb4ad,ca03,individual,none,293,ca,none,active,2020-05-13,y,borrower,,,,1.0,1.0,,,,,,,,,,,,False,3.0
4fef2f3f6467a29a9c0551351efc9958b27f00b2a348f1d6d880ce8fca7c640e,ca03,individual,none,e901,ir,e901,active,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
d775efd1c08a8c13928d4328f2131d6c4520e60bb318042ce8d8edccee94c579,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
efb59ac6c90503003454ac7d9d3b26007e3a704771953e635c07db9d9b3d8445,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
20ac59e2d4f8dafabbcec38ef0a3f06ef8e102748358b5e17483e390c3a33162,ca03,individual,none,295,ca,none,active,2020-05-13,y,sole,1.0,,,,,,2.0,,,,,,,,,,False,3.0
cefd00b91bef15d83097e8c6e7f51e7d60990145b84f44d966ec9bfa5d908fb9,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
a9d849fdaffc7f8656b1d0c5b7a210ae55d0263bff7368dc58e0aa5fe89d444f,ca03,individual,none,278,ca,none,active,2020-05-13,y,borrower,,,1.0,,,,,,,,,,,,,,False,3.0
dc0b05d9640d723121dd9198c7b4f1b55810dbe31207ccc99bb651b0792645bc,ca03,individual,none,121,ca,none,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
8271a75e4dea71087357d2443513b9c706797895f1008ae4efb5ab41bf47c5d8,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,,,,,,,1.0,,,,,,,,,,False,3.0
d8e5bbb526aa6fafa92f7ea6418895a5544fbbb6f99eb42c02ef526b78075eca,ca03,individual,none,250,ca,none,active,2020-05-13,y,borrower,,,,2.0,2.0,,,,,,,,,,,,False,3.0
4fef097b378705f64f50c688b3b8af0a17779e27040d8cc5356fd7f33cc74387,ca03,individual,none,326,ca,none,active,2020-05-13,y,sole,1.0,,1.0,,,,1.0,,,,,,,,,,False,3.0
5970c4125cf6fcc5991f3c58967c21a58de4117828c694a55b14dc495052384e,ca03,individual,none,e904,ca,e904,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
aff19479369c2e8320560068ec9020c04991f6184c611c4985c443237764fc6c,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,owner,,,,,,,,,1.0,,,,,,,,False,3.0
a3de2aee0b4d5dc19a856ec0bc549d3bad4d878588f3b129e7a2022144c62c6b,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,1.0,1.0,,,,,,,,,,,,,False,3.0
7b3ebd29979a5691f40985efe89ffa15153b896f581ef2e7a58c8432daf830ea,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,3.0
20325f70dab539f6e5be481adcc70de5e14051458f5074f8e8a7908c6623af4e,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,1.0,1.0,,,,,,,,,,,,,False,3.0
bed3a231ea3132a09beeb0867a015e36c0e7a4c92aed5bbed15e0801efd6556c,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,owner,,,,,,,1.0,,,,,,,,,,False,3.0
1bb31df02ca04db3da1e6f194b5c1dce9f23831fcef57f52e6e502d193101590,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,3.0
daa22d86a49ec4bb4cea1b64cd9b4e809c6897a1c0356b74a0d2211abaaa372b,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,3.0,,,,,,,,False,3.0
381e366fc27407e65f7682008c19e1888e5d3ec85260935871b068fbf4ee4445,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,borrower,,,,,2.0,,,,,,,,,,,,False,3.0
84104677d1b107350cba99559fab313e783df9deadee8ec168ae91e361d3d2f1,ca03,individual,none,256,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
be24caf9e5be8e76b4c7f5f6c7a2ccc0f51cc1dacf873e36107f3c119e27c823,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
7f4059c5758c219554e4a4d1523908f7fde6b54a8c9fdcabfd3ac5e02fd6b45b,ca03,individual,none,256,gb,none,active,2020-05-13,n,owner,,,,,,,,,1.0,,,,,,,,False,1.0
e9121f1af1e2aefb20d1655267e9707614fa804f883a27bae7809c9ab2f4dcc7,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,1.0
43a0f0df5ea8cf6163f558276d22d00e2d2766e71b4013da253d128f353d8687,ca03,individual,none,93,ca,none,active,2020-05-13,y,owner,,,,,,,2.0,,2.0,,,,,,,,False,1.0
4767db3ce66b56c8388a32ee3f674b0c20114c8c8d7ccc24f6e4f27c1bd85024,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,1.0,,,,,,,,,,,,,,False,1.0
0bad71627918d74ca5e9cd790461eb204ed1d3f21337b3e8c0e80758b7e25744,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
a672682c0d05f66430c1a5a0d5f0224a0e025c104fd80f1122a308352938bce4,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
083fcf4e4956640999d4ed7b742538e556a5449778a01df33a70d07c1ec88bbd,ca03,individual,none,256,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,1.0
a1d23e973cb05b16f05f84b5cd20e09a22a68907026182d2f16e381139b7cf3f,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,sole,1.0,,1.0,1.0,,,1.0,,,,,,,,,,False,1.0
f887f97a00d9078954586b87cb388e5f18788b010ebb05bd68a91fc66f56609f,ca03,individual,none,e902,bs,e902,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,1.0
c532ecd02558589c37d3995ea7fb13232ab0a424ff80e1e5dca1d632aba054db,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,owner,,,,,,,1.0,,1.0,,,,,,,,False,1.0
7d4ef02e96a1b274346c979e2241dfc6ef74bffb4fafb434fb93320273757b3a,ca03,individual,none,352,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
cd079420591b8e5330572b11d64c42620a44bfe04b9f3c41912810becb79a439,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
5bd1e7ff6738d25d710b5700096e265dfa2c49585955cffaaf66df8b47f11995,ca03,individual,none,70,ca,none,active,2020-05-13,y,owner,,,,,,,1.0,,,,,,,,,,False,1.0
e1dd1993a984e3d2d996b2bca07bc15679f1b7d8043a3919f5a6969c387511d3,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,owner,,,,,,,,,3.0,,,,,,,,False,1.0
b9e7b385ec6b06934d8331dcb9f0d0741c877ba49a7561e5f2ff9605ad2d0904,ca03,individual,none,54,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
f0582f96e2a21fd9d44ec95bd374a47e682d565389c259ba3d66169ffd725291,ca03,individual,none,81,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,1.0
39582f1b0f8717b55596a1a24f86a06cc9057eabbca1e6cb91f6343dfa846cf9,ca03,individual,none,256,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,1.0
36bd67c65b9e65eba67fc52e56481218d136eb327c6a8b9c0eae3a9254ebc437,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,1.0
7e20c41ad003ef76137fe5dd302a05d934adcbad3f3f4df90abf328a8d220d08,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-signor,,,1.0,,,,,,,,,,,,,,False,1.0
d51609c16732d41b6841637b6c525be5bcc8a8602175c5318833ef38c2df68cb,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,owner,,,,,,,,,1.0,,,,,,,,False,1.0
95eedee6767b3feb21c5a6aac6d831f37ebf04924bdc3cd3fcce3cc18213364b,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,1.0
139eae2d63445e7827f3fbf20e56dfe331cb287f62860c57bb7e69db6a61c043,ca03,individual,none,245,ca,none,active,2020-05-13,n,owner,,,,,,,3.0,,2.0,,,,,,,,False,1.0
4f59bf862fb22ece363f93b1fdb9314d2077fbfa0dffa7d7a97fe0375098ec1e,ca03,individual,none,279,ca,none,active,2020-05-13,n,joint,,,,,,,2.0,,,,,,,,,,False,1.0
7df1ffbc57f074f454f81b45a7960494b0364a5dcc9f8da44d2114825caff22d,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
6e7874fe208e2c21314f5e613170976851bf72aeefceb384dcd5c8300b12d2aa,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,1.0,,1.0,,,,,,,,,,,,,,False,1.0
81fbf24ee317ae23e12f2140f9dfc8129dded123868bb7c060bee9d6e16b0835,ca03,individual,none,141,ca,none,active,2020-05-13,y,borrower,,,2.0,1.0,1.0,,,,,,,,,,,,False,1.0
bdb62fea57f52ee24155b1c1f9c200737253e7305fa717cbc607abf45038e343,ca03,individual,none,286,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
a95af3faee0d079722cd77203ac0b46e5dd16c28e18d12eba39c222c73bae7b8,ca03,individual,none,344,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
727f94a3d7caad9fdeb811e20adde66d3b0c7279471c022ac5b3f52719bd3714,ca03,individual,none,256,ca,none,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,1.0
35b762d4945616e4d8e6f1261cfcd6ab5d777800d3f9c2131adcd72897df3dae,ca03,individual,none,250,ca,none,active,2020-05-13,y,owner,,,,,,,2.0,,2.0,,,,,,,,False,1.0
0738f7ab3825bdc6d78ec6033739f3f119160980795f30b8d44ca18537fd1ed7,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,1.0
77dd73c93ddb480b5e61d0bb51582e690c2b3dec4066c0759c2eee52e8d10a02,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,owner,,,,,,,,,1.0,,,,,,,,False,1.0
764d9d365bbfb919ef985048a1a11a247af48ecedf397fe5efca6bd786073b9e,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,1.0
67154c0c932a717a034088614e02a2cd5f2fd69e6b6e62dd476421df2a5040f9,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,1.0,,,,,,1.0,,,,,,,,False,1.0
3f4d2efa039ae426ac32bf9a2f277168caece11cff7b548e50a7abe044040d1d,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,1.0
dd969bea9f2f656b14e6a258081ffd14f0d8fdcd1a52ff1d2b0e2c13313afb22,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,,,,,,,1.0,,,,,,,,,,False,1.0
382657edf8f0a9c263c70a16624884bce60a540c346c9ea7401b1c0e1cfef59d,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,6.0,,,1.0,,,,,,,,,,False,1.0
4884144f0a634ff362022cac38a3c6fa4292b22c4526daa62fb9b56110234040,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,1.0
bb074ab26b119d039bb6a11e3b2d1362a67e877721b29b1b449775ddee861481,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,1.0
0b912ff8ea00dfa052cb2b7605d549a47223b60a10452caf43e3999e5a239b4c,ca03,individual,none,e904,us,e904,active,2020-05-13,y,primary joint,1.0,,,,,,1.0,,,,,,,,,,False,1.0
a6fa597165fc7383963944d6cf4110ab590c425a6e550c250237f046fcc6969f,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,1.0
fe38304bf1fd1c34e96aec7cb568b2af2c6d9b5c8e5e5d3d0b5f9e97e7f8d804,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,1.0
3e7d1f41afd5e8d2fa4b61bcf2ff93ffe5678f4c435fab36aecb166347d4cbfe,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,2.0,1.0,,,,,,,,,,,,,False,1.0
720e384896bb2ed3d221f7849ca5e52a38b875f5828f3ddd47bd78b6e17a2b96,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
81bc8fa49b46d76f9f49d7f65e72dbacf5c6c729ef48b83fbe539ba85bd5c81b,ca03,individual,none,11,ca,none,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,1.0
8be6f2473dd7af3471aa258bbc9c78e9e3ec2d930557545979e8cf73e37e51a3,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,,,,,,,1.0,,,,,,,,,,False,1.0
79f0f131a95724173e5540f4099dd02326130f64cca8c62bfb3e0fe664699331,ca03,individual,none,70,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,1.0,,,,,,,,,False,1.0
d95c3777ed6f8692275f8f27ceb99888406e39b33c39720da9322a72a6a687a5,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,1.0
c38ea3fcd05f6b70494304dc7f44b691a22d8b1b67caa32a7e04c4e269ea6418,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,1.0,,1.0,,,,,,,,,,,,False,1.0
1a2b45c30627cc29eb2746aabab5292a128cecd35bfce62be95beaf33b34da5d,ca03,individual,none,290,ca,none,active,2020-05-13,y,sole,1.0,,1.0,,,,,,1.0,,,,,,,,False,1.0
4aa503ee05dc47f63e078776749d038336a3e941282465497c6486e812ed13ac,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,joint,2.0,,,,,,,,,,,,,,,,False,1.0
38e4fffcaf0719b18f4ab60f4b3cfa5b6fc956bb4a4789222181bbc163b2595b,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,joint,1.0,,,,,,,1.0,,,,,,,,,False,1.0
92b40afb960393865b251db96bcd95ea305a5fa66c5e0f859737ac1c5633d5bf,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,primary joint,,,,,,,,1.0,,,,,,,,,False,1.0
d601cbb06d11416aa70a206877e19926e18c74551dea280de0adcbc414582d3b,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,1.0
a52eb5d79c0f37a6c8a15a3878a9d4c32d4baa3ebb31cf20258b944e93034761,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
9ba67a64dbb1edde6e6bb3a54a68b7e268055f1b92d88b09a73e4b8c0c147116,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,2.0,,,,,,,,,,,,,,False,1.0
5609706f297de948787f77eb0eb9aa0d376b6bb8e160317245af498e6ce0991e,ca03,individual,none,5,ca,none,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,1.0
3340da1f433594ab3566cc26bfad8d04fb5fd6246fd00cf362dd4f439dcab70d,ca03,individual,none,79,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,1.0
2ef748e4ab35f99a8d6aca317660c73e53de1a27c9c68b811592f23f2c6d0a78,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,1.0
2c8bc645491c2888c8c11a82c479ebdb223134b8d5ab52dd19c8052c302b1eae,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,1.0
83c2dd31c2d867eb0fd73a5c62a3289d832f077e5d4124b851afcf1b2ef83b37,ca03,individual,none,e904,ca,e904,active,2020-05-13,n,co-borrower,,,,2.0,,,,,,,,,,,,,False,1.0
a569204ba9c3d0f5dc9ea06a85f74921062cb0ab3b0a7846d4c386d7843849e6,ca03,individual,none,256,ca,none,active,2020-05-13,n,power of attorney,1.0,,1.0,1.0,,,3.0,,3.0,,,,,,,,False,1.0
d5de08036513d62547b47eb15fdde5b4eebd0908342e332975156e2b15d885bc,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,owner,,,,,,,2.0,,3.0,,,,,,,,False,1.0
493e09da2d2d65b6b8b7693f6004a31dba37d86ca8372d6252bc86f1ec4cb305,ca03,individual,none,345,ca,none,active,2020-05-13,y,sole,1.0,,2.0,,,,1.0,,,,,,,,,,False,1.0
40943186366ab8387af73b3f632ba2aa3da4d0c4fb00e24b0a71e773b083ff92,ca03,individual,none,293,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,1.0
1031aa4f2c0b531994ee89538a4a5cc3ea2fe202fac3c2f8c9b67cd6c5ded491,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,1.0
cb883c572c1fcfccdb75b41c6a63bff7e08e812995c99c4518f986c6a4ed9a09,ca03,individual,none,200,ca,none,active,2020-05-13,y,borrower,,,1.0,,,,,,,,,,,,,,False,1.0
6cf6c58e3b0b5effcc30f3561907d9a95aba6e84e8d1854e42680673b8798167,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,1.0,,,,,,1.0,,,,,,,,,,False,1.0
7f97148005a3a4071a8191c26b3b4b6fc623585d53636632d70663ee28d55d52,ca03,individual,none,132,ca,none,active,2020-05-13,y,sole,,,1.0,1.0,,,,,,,,,,,,,False,1.0
1ceb9eb0f3c1021ad4b81307e83a22604f200ec5f1d7a2eadf8916b0d325f9c6,ca03,individual,none,256,ca,none,active,2020-05-13,n,joint,,,,,,,,1.0,,,,,,,,,False,1.0
b6b134d8c25adc365ec39c294a660f93bd7e3c73ab6b1ff4c3aeb14bd27bdc38,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,1.0
33cd2d5ea3f1123be7b9a6709e1cbf7ac3dd2e94b8c58d7ed042ed70762ca682,ca03,individual,none,103,ca,none,active,2020-05-13,y,owner,,,,,,,1.0,,,,,,,,,,False,1.0
bd7454e3cbf66444d8cdaa7a2ede581057f82b84dae388fe67ddeac2b58ca15a,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,,,2.0,,,,,,2.0,,,,,,,,False,1.0
aed26b2545519bcb8418a827cc97fdb6eb996fd50fb1de5abe2f78040b8b6c75,ca03,individual,none,256,ca,none,active,2020-05-13,y,owner,,,,,,,2.0,,,,,,,,,,False,1.0
6af6eaf9dfbd7d6fcbbdbd40d9749d417f480caa20950eafe4923fe95f793a61,ca03,individual,none,1,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,1.0
1c9af04db1b024d13074d96adc11a77eb8edff2951bcd8c7d91ca4be2539e01a,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,2.0,,,,,,,,,,,,,,False,1.0
